name,likes,time,servings,link,calories,fat,carbs,fiber,sugar,protein,no_ing,contains_soy,contains_glutten,fruits,vegetables,grains,dairy_alternatives,herbs_and_spices,sweeteners,oils,condiments_and_sauces,grains_and_cereals
Coconut Calamari,0.74,65.0,4,https://tasty.co/recipe/coconut-calamari,206.54,7.31,30.69,0.0,0.0,1,14,0,1,1,0,1,0,1,0,1,1,0
Homemade Potato Chips,0.91,30.0,4,https://tasty.co/recipe/homemade-potato-chips,206.54,7.31,30.69,0.0,0.0,0,6,0,0,0,0,0,0,0,0,1,0,0
Healthy And Hearty Green Super Soup,0.82,30.0,6,https://tasty.co/recipe/healthy-and-hearty-green-super-soup,262.0,15.0,26.0,10.0,7.0,1,28,0,0,0,1,0,0,1,0,1,0,0
Acai And Blueberry Smoothie,0.92,14.0,1,https://tasty.co/recipe/acai-and-blueberry-smoothie,366.0,11.0,66.0,13.0,35.0,1,7,0,0,1,0,0,0,0,0,0,0,0
Beetroot Crisps,0.78,30.0,2,https://tasty.co/recipe/beetroot-crisps,483.0,47.0,15.0,3.0,12.0,0,3,0,0,0,0,0,0,0,0,0,0,0
Vegan Sweet Potatoes Au Gratin,0.85,30.0,8,https://tasty.co/recipe/vegan-sweet-potatoes-au-gratin,186.0,9.0,21.0,2.0,7.0,0,16,0,0,0,0,0,1,1,0,1,0,0
Rosemary And Olive Oil,0.86,30.0,4,https://tasty.co/recipe/rosemary-and-olive-oil,426.0,37.0,15.0,9.0,3.0,0,6,0,0,0,0,1,0,1,0,1,0,0
Festive Stuffed Acorn Squash,0.91,30.0,4,https://tasty.co/recipe/festive-stuffed-acorn-squash,397.0,2.0,90.0,20.0,5.0,1,18,0,0,0,1,1,0,1,1,1,0,0
Banana Oat Freezer-Prep Smoothie,0.89,30.0,1,https://tasty.co/recipe/banana-oat-freezer-prep-smoothie,394.0,12.0,66.0,10.0,20.0,0,8,0,0,1,0,1,1,1,0,0,0,0
Cold Buster Tonic,0.57,30.0,30,https://tasty.co/recipe/cold-buster-tonic,21.0,0.0,5.0,0.0,3.0,0,13,0,0,1,1,0,0,1,0,0,1,0
Black Power Hummus By Tanya Fields,0.5,15.0,4,https://tasty.co/recipe/black-power-hummus-by-tanya-fields,347.0,20.0,32.0,8.0,4.0,1,12,0,0,0,0,0,0,1,0,1,0,0
Easy Fondant Decorations,0.91,30.0,6,https://tasty.co/recipe/easy-fondant-decorations,206.54,7.31,30.69,0.0,0.0,0,16,0,0,0,0,0,0,0,1,0,0,0
Savory Gluten-Free Chickpea Pancake,0.91,30.0,6,https://tasty.co/recipe/savory-gluten-free-chickpea-pancake,43.0,2.0,4.0,1.0,0.0,1,7,0,0,0,0,0,0,1,0,1,0,0
Watermelon Mint Soju Cocktail,0.71,15.0,2,https://tasty.co/recipe/watermelon-mint-soju-cocktail,270.0,0.0,68.0,3.0,55.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Vegan BBQ Jackfruit Pizza,0.85,30.0,4,https://tasty.co/recipe/vegan-bbq-jackfruit-pizza,662.0,7.0,144.0,5.0,21.0,0,16,0,0,0,1,0,0,1,0,1,1,0
Mummy Dogs,0.9,30.0,6,https://tasty.co/recipe/mummy-dogs,230.0,20.0,3.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0
Spicy Ranch Bean Salad,0.96,20.0,2,https://tasty.co/recipe/spicy-ranch-bean-salad,258.0,6.0,30.0,14.0,3.0,1,10,0,0,0,1,0,0,1,0,1,1,0
Vegan Strawberry Shortcake Pops,0.87,30.0,6,https://tasty.co/recipe/vegan-strawberry-shortcake-pops,183.0,7.0,24.0,2.0,21.0,0,7,0,0,1,0,0,1,0,1,0,0,1
Vegan Lemon Meringue Pie,0.78,30.0,8,https://tasty.co/recipe/vegan-lemon-meringue-pue,533.0,13.0,96.0,5.0,52.0,0,15,0,0,0,0,1,1,1,1,0,0,0
Boeregs (Flaky Armenian Puff Pastry) As Made By Blake Besharian,0.9,30.0,48,https://tasty.co/recipe/boeregs-flaky-armenian-puff-pastry-as-made-by-blake-besharian,99.0,6.0,6.0,24.0,0.0,1,18,0,0,0,1,0,0,1,0,1,0,0
Easy Whipped Coffee,0.82,30.0,1,https://tasty.co/recipe/easy-whipped-coffee,132.0,0.0,28.0,0.0,28.0,0,5,0,0,0,0,0,0,0,1,0,0,0
Cassava Fufu,0.86,40.0,5,https://tasty.co/recipe/cassava-fufu,144.0,0.0,34.0,1.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0
Blueberry And Almond Instant Oatmeal,0.96,30.0,1,https://tasty.co/recipe/blueberry-and-almond-instant-oatmeal,369.0,9.0,60.0,9.0,9.0,0,7,0,0,1,0,0,0,0,1,0,0,0
S'moreberries,0.76,30.0,6,https://tasty.co/recipe/s-moreberries,8.0,0.0,1.0,0.0,0.0,0,4,0,1,1,0,0,0,0,0,0,0,0
Strawberry Açai Refresher Copy Cat,0.9,5.0,3,https://tasty.co/recipe/strawberry-acai-refresher-copy-cat,91.0,0.0,18.0,0.0,6.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Vegan Pumpkin Cheesecake Bars,0.72,30.0,9,https://tasty.co/recipe/vegan-pumpkin-cheesecake-bars,480.0,34.0,41.0,5.0,44.0,0,14,0,0,0,0,1,0,1,1,1,0,0
Dairy-Free Coconut Matcha Panna Cotta,0.83,30.0,4,https://tasty.co/recipe/dairy-free-coconut-matcha-panna-cotta,486.0,47.0,17.0,0.0,66.0,0,7,0,0,0,0,0,0,0,1,1,0,0
Vegan Tzatziki,0.97,30.0,4,https://tasty.co/recipe/vegan-tzatziki,141.0,7.0,16.0,0.0,11.0,0,9,0,0,0,1,0,0,1,0,1,1,0
Watermelon Lime Sangria Ice Pops,0.84,30.0,12,https://tasty.co/recipe/watermelon-lime-sangria-ice-pops,71.0,0.0,11.0,0.0,5.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Heirloom Tomato Tart With Vegan Basil Ricotta,0.97,104.0,12,https://tasty.co/recipe/heirloom-tomato-tart-with-vegan-basil-ricotta,62.0,4.0,4.0,0.0,0.0,0,13,0,0,0,1,0,0,1,0,1,0,0
Spiced Pumpkin Pecan Loaf,0.92,54.0,1,https://tasty.co/recipe/spiced-pumpkin-pecan-loaf,206.54,7.31,30.69,0.0,0.0,0,13,0,1,0,0,1,0,1,1,0,0,1
Vegan Apple Fritters,0.9,70.0,8,https://tasty.co/recipe/vegan-apple-fritters,555.0,28.0,73.0,2.0,43.0,0,15,0,0,1,0,1,1,1,1,1,0,0
Grape Juice Fruit Leather,0.75,30.0,10,https://tasty.co/recipe/grape-juice-fruit-leather,34.0,0.0,8.0,1.0,5.0,0,3,0,0,1,0,0,0,0,0,0,0,0
Sweet Sesame Dumplings (Tangyuan),0.76,30.0,4,https://tasty.co/recipe/sweet-sesame-dumplings-tangyuan,569.0,23.0,80.0,7.0,13.0,1,7,0,0,0,0,1,0,0,1,0,0,0
Vegan Lox,0.72,30.0,4,https://tasty.co/recipe/vegan-lox,88.0,3.0,14.0,2.0,8.0,0,13,1,0,0,1,1,0,1,0,1,1,0
Dairy-Free Strawberry Rhubarb Tart,0.84,30.0,8,https://tasty.co/recipe/dairy-free-strawberry-rhubarb-tart,396.0,24.0,41.0,4.0,22.0,0,13,0,1,1,0,1,0,0,1,1,0,0
Easy Roasted Red Pepper Hummus,0.92,30.0,6,https://tasty.co/recipe/easy-roasted-red-pepper-hummus,206.54,7.31,30.69,0.0,0.0,1,7,0,0,0,0,0,0,1,0,1,0,0
Pineapple Coconut Popsicles,0.87,30.0,6,https://tasty.co/recipe/pineapple-coconut-popsicles,145.0,7.0,19.0,3.0,14.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Korean Pickled Garlic,0.86,30.0,3,https://tasty.co/recipe/korean-pickled-garlic,1220.0,4.0,254.0,15.0,61.0,0,8,1,0,0,0,1,0,1,1,0,1,0
Loaded Sweet Potato,0.94,30.0,1,https://tasty.co/recipe/loaded-sweet-potato,430.0,5.0,86.0,19.0,23.0,1,7,0,0,0,1,0,0,1,0,0,0,0
Chili-lime Pineapple Cucumber Sticks,0.9,30.0,15,https://tasty.co/recipe/chili-lime-pineapple-cucumber-sticks,20.0,0.0,5.0,1.0,2.0,0,5,0,0,1,1,0,0,0,0,0,0,0
Vegan Orange Creamsicle Pops,0.85,30.0,6,https://tasty.co/recipe/vegan-orange-creamsicle-pops,75.0,0.0,16.0,0.0,14.0,0,5,0,0,1,0,0,0,0,1,0,0,0
Cranberry Sauce Smoothie,0.88,30.0,2,https://tasty.co/recipe/cranberry-sauce-smoothie,181.0,2.0,39.0,2.0,29.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Ultimate Crispy “Chicken” Sandwich,0.77,30.0,8,https://tasty.co/recipe/ultimate-crispy-chicken-sandwich,877.0,37.0,97.0,11.0,14.0,1,32,1,1,1,1,1,1,1,1,1,1,0
Pom Pom Potatoes,0.83,100.0,2,https://tasty.co/recipe/pom-pom-potatoes,1046.0,49.0,137.0,11.0,4.0,0,8,0,1,0,0,1,0,1,0,1,0,0
Spinach & Artichoke Hummus,0.94,30.0,4,https://tasty.co/recipe/spinach-artichoke-hummus,234.0,9.0,29.0,8.0,4.0,1,9,0,0,0,1,0,0,1,0,1,0,0
Giant Veggie Burger,0.65,30.0,8,https://tasty.co/recipe/giant-veggie-burger,856.0,20.0,132.0,28.0,17.0,1,60,1,0,0,1,1,0,1,0,1,1,1
Kiwi Salsa,0.95,30.0,2,https://tasty.co/recipe/kiwi-salsa,100.0,0.0,25.0,4.0,13.0,0,8,0,0,1,1,0,0,1,0,0,0,0
Instant Pot Perfect Rice,0.9,36.0,4,https://tasty.co/recipe/instant-pot-perfect-rice,183.0,0.0,41.0,0.0,0.0,0,4,0,0,0,0,1,0,0,0,1,0,0
"Homemade Cashew ""Cheese""",0.87,30.0,12,https://tasty.co/recipe/homemade-cashew-cheese,93.0,6.0,5.0,0.0,1.0,0,8,0,0,0,1,0,0,1,0,0,0,0
Vegan Stuffing,0.95,30.0,10,https://tasty.co/recipe/vegan-stuffing,67.0,3.0,9.0,1.0,4.0,0,12,0,0,1,1,0,0,1,0,1,0,1
Mushroom “Bacon”,0.63,93.0,4,https://tasty.co/recipe/mushroom-bacon,217.0,14.0,13.0,12.0,10.0,0,10,0,0,1,1,0,0,1,1,1,1,0
Easy Fruity Soft Serve,0.93,10.0,4,https://tasty.co/recipe/easy-fruity-soft-serve,204.0,9.0,30.0,2.0,26.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Dairy-Free Mac 'N’ “Cheese”,0.66,30.0,8,https://tasty.co/recipe/dairy-free-mac-n-cheese,326.0,4.0,58.0,5.0,6.0,0,21,0,0,0,1,0,1,1,0,1,1,0
Mint Chocolate Chip Nice Cream,0.7,30.0,6,https://tasty.co/recipe/mint-chocolate-chip-nice-cream,86.0,1.0,20.0,2.0,11.0,0,5,0,0,1,0,0,1,0,0,0,0,0
Chocolate-Dipped Oranges,0.75,30.0,2,https://tasty.co/recipe/chocolate-dipped-oranges,970.0,70.0,86.0,15.0,59.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Healthy Caramel Apple Bites,0.44,30.0,8,https://tasty.co/recipe/date-caramel-apple-bites,143.0,0.0,37.0,5.0,28.0,0,8,0,0,1,0,0,1,0,0,0,0,0
Berries ‘n’ Cream Instant Oatmeal,0.92,30.0,1,https://tasty.co/recipe/berries-n-cream-instant-oatmeal,371.0,7.0,63.0,8.0,13.0,0,6,0,0,1,0,0,0,0,1,0,0,0
Honey Peanut Butter,0.92,30.0,12,https://tasty.co/recipe/honey-peanut-butter,277.0,23.0,9.0,4.0,4.0,0,5,0,0,0,0,0,0,0,0,1,0,0
Zingy Guacamole,0.92,20.0,4,https://tasty.co/recipe/zingy-guacamole,328.0,28.0,20.0,13.0,1.0,0,7,0,0,0,1,0,0,0,0,0,0,0
Whole Wheat Blueberry Peach Galette,0.85,30.0,8,https://tasty.co/recipe/whole-wheat-blueberry-peach-galette,313.0,13.0,45.0,5.0,16.0,0,16,0,1,1,0,1,0,1,1,0,0,0
Vegan Pesto Tomato Pizza,0.84,30.0,4,https://tasty.co/recipe/vegan-pesto-tomato-pizza,477.0,22.0,57.0,3.0,3.0,0,15,0,0,0,1,0,0,1,0,1,0,0
"Coconut Chia Pudding With Oranges, Pineapple And Dried Cherries",0.93,10.0,4,https://tasty.co/recipe/coconut-chia-pudding-with-oranges-pineapple-and-dried-cherries,145.0,2.0,30.0,4.0,22.0,1,8,0,0,1,0,0,1,0,1,0,0,0
Charred Cumin Broccolini,0.86,32.0,4,https://tasty.co/recipe/charred-cumin-broccolini,180.0,10.0,21.0,8.0,5.0,0,9,0,0,1,1,0,0,1,1,1,0,0
Cucumber Celery Juice,0.95,30.0,2,https://tasty.co/recipe/cucumber-celery-juice,319.0,1.0,68.0,6.0,17.0,0,8,0,0,1,1,0,0,0,0,0,0,0
Fig And Couscous Salad,0.97,80.0,4,https://tasty.co/recipe/fig-and-couscous-salad,408.0,18.0,54.0,6.0,13.0,0,14,0,1,0,0,1,0,1,0,1,1,0
Veggie Stock,0.95,30.0,10,https://tasty.co/recipe/veggie-stock,5.0,0.0,1.0,0.0,0.0,0,8,0,0,0,1,0,0,0,0,0,0,0
Tomato Gazpacho,0.81,30.0,4,https://tasty.co/recipe/tomato-gazpacho,149.0,4.0,23.0,2.0,4.0,0,14,0,0,0,1,0,0,1,0,1,1,1
Dairy-Free Peach Tart,0.77,30.0,8,https://tasty.co/recipe/dairy-free-peach-tart,394.0,23.0,44.0,4.0,27.0,0,13,0,1,0,0,1,1,1,1,1,0,0
Vegan Breakfast Cups,0.78,30.0,24,https://tasty.co/recipe/vegan-breakfast-cups,206.54,7.31,30.69,0.0,0.0,1,15,0,0,1,1,0,1,1,0,0,1,0
Vegetable Peel Chips,0.88,70.0,4,https://tasty.co/recipe/vegetable-peel-chips,36.0,3.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,1,0,1,0,0
Blackberry Freezer Jam,0.89,30.0,4,https://tasty.co/recipe/blackberry-freezer-jam,206.54,7.31,30.69,0.0,0.0,0,4,0,0,1,0,0,0,0,1,0,0,0
Italian Spice Blend,0.98,30.0,8,https://tasty.co/recipe/italian-spice-blend,5.0,0.0,1.0,0.0,0.0,0,7,0,0,0,0,0,0,1,0,0,0,0
Banana Bread Pancakes With Grilled Maple Rum Bananas,0.87,90.0,6,https://tasty.co/recipe/banana-bread-pancakes-with-grilled-maple-rum-bananas,813.0,46.0,91.0,6.0,48.0,1,23,0,1,1,0,1,0,0,1,1,1,0
Vegan “Cheese” Spread,0.84,30.0,4,https://tasty.co/recipe/vegan-cheese-spread,167.0,14.0,7.0,0.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Tofu Turkey,0.2,30.0,6,https://tasty.co/recipe/tofu-turkey,294.0,6.0,16.0,2.0,0.0,1,15,1,1,0,1,0,0,1,0,1,1,0
Watermelon Salad With Fresh Herbs,0.92,30.0,6,https://tasty.co/recipe/watermelon-salad-with-fresh-herbs,235.0,14.0,25.0,1.0,20.0,0,6,0,0,1,1,0,0,1,0,0,0,0
White Bean Cranberry Hummus,0.82,30.0,6,https://tasty.co/recipe/white-bean-cranberry-hummus,128.0,4.0,16.0,4.0,6.0,1,9,0,0,0,0,0,0,1,0,1,0,0
Lemon Herb Tofu Marinade,0.81,30.0,2,https://tasty.co/recipe/lemon-herb-tofu-marinade,178.0,10.0,7.0,2.0,2.0,1,6,1,0,0,0,0,0,1,0,0,0,0
Beet Soup,0.66,30.0,2,https://tasty.co/recipe/beet-soup,66.0,0.0,15.0,3.0,12.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Garlic Dijon Tofu Marinade,0.88,30.0,2,https://tasty.co/recipe/garlic-dijon-tofu-marinade,387.0,33.0,4.0,3.0,1.0,1,8,1,0,0,0,0,0,1,0,0,1,0
Jalapeño Mild Sauce,0.9,30.0,6,https://tasty.co/recipe/jalapeno-mild-sauce,17.0,0.0,1.0,0.0,0.0,0,7,0,0,0,1,0,0,1,0,1,1,0
Moringa Smoothie,0.84,30.0,1,https://tasty.co/recipe/moringa-smoothie,132.0,3.0,22.0,8.0,8.0,0,8,0,0,1,1,0,0,0,0,0,0,0
Very Berry Smoothie Bowl,0.92,30.0,1,https://tasty.co/recipe/very-berry-smoothie-bowl,230.0,5.0,44.0,9.0,32.0,0,4,0,0,1,0,0,0,0,0,0,0,0
Crispy Potato Puffs,0.79,100.0,48,https://tasty.co/recipe/new-crispy-potato-puffs,38.0,1.0,5.0,0.0,0.0,1,7,0,1,0,0,1,0,1,0,1,0,0
Orangesicle Soda,0.9,30.0,20,https://tasty.co/recipe/orangesicle-soda,19.0,0.0,4.0,0.0,4.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Coconut Ceviche,0.92,101.0,2,https://tasty.co/recipe/coconut-ceviche,206.54,7.31,30.69,0.0,0.0,1,11,0,0,1,1,0,1,1,0,0,0,0
Crispy Chickpeas,0.94,30.0,4,https://tasty.co/recipe/crispy-chickpeas,358.0,6.0,60.0,7.0,5.0,1,7,0,0,0,0,0,0,1,0,1,0,1
Dairy-Free Mint Cacao Ice Cream Cups,0.74,38.0,12,https://tasty.co/recipe/dairy-free-mint-cacao-ice-cream-cups,214.0,19.0,11.0,1.0,23.0,0,7,0,0,0,1,0,1,0,1,1,0,0
"Vegan Mushroom, Pepper, & Olive Pizza",0.91,30.0,4,https://tasty.co/recipe/vegan-mushroom-pepper-olive-pizza,514.0,24.0,64.0,4.0,5.0,1,15,1,0,0,1,0,0,1,0,1,1,0
Strawberry and Champagne Cupcakes,0.77,30.0,12,https://tasty.co/recipe/strawberry-and-champagne-cupcakes,538.0,24.0,78.0,0.0,74.0,0,12,0,0,1,0,1,1,0,1,1,0,0
Vegan Brie,0.73,30.0,3,https://tasty.co/recipe/vegan-brie,546.0,50.0,16.0,1.0,3.0,0,8,0,0,0,0,1,0,0,0,1,0,0
Mint Tea Lemonade Mimosa,0.87,30.0,1,https://tasty.co/recipe/mint-tea-lemonade-mimosa,154.0,0.0,6.0,0.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,0
Eggshell Powder,0.65,40.0,1,https://tasty.co/recipe/eggshell-powder,882.0,59.0,4.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dairy-Free Pumpkin Spice Panna Cotta,0.79,30.0,4,https://tasty.co/recipe/dairy-free-pumpkin-spice-panna-cotta,226.0,14.0,22.0,3.0,15.0,0,12,0,0,0,0,0,0,1,1,1,0,0
Vegan Cheeseburger,0.7,30.0,4,https://tasty.co/recipe/vegan-cheeseburger,436.0,22.0,48.0,7.0,20.0,1,19,0,0,0,1,0,0,1,0,0,1,1
Veggnog (Vegan Eggnog),0.8,30.0,6,https://tasty.co/recipe/veggnog-vegan-eggnog,257.0,18.0,21.0,3.0,12.0,1,10,0,0,0,0,0,1,1,1,0,0,0
Apple Cider Vinegar Salad Dressing With Nutritional Yeast,0.92,30.0,16,https://tasty.co/recipe/apple-cider-vinegar-salad-dressing,20.0,1.0,0.0,0.0,0.0,0,6,0,0,1,0,0,0,1,0,1,1,0
Homemade Vanilla Extract,0.7,30.0,24,https://tasty.co/recipe/homemade-vanilla-extract,74.0,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0
Feel The Beet Smoothie,0.84,30.0,1,https://tasty.co/recipe/feel-the-beet-smoothie,529.0,6.0,113.0,24.0,52.0,0,6,0,0,1,0,1,1,0,0,0,0,0
Herb Sea Salt,0.87,30.0,4,https://tasty.co/recipe/herb-sea-salt,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0
Raspberry Mango Sangria Ice Pops,0.98,30.0,12,https://tasty.co/recipe/raspberry-mango-sangria-ice-pops,66.0,0.0,7.0,0.0,7.0,0,7,0,0,1,0,0,0,0,0,0,0,0
Vegan Pumpkin Cheesecake,0.92,30.0,10,https://tasty.co/recipe/vegan-pumpkin-cheesecake,359.0,20.0,38.0,2.0,19.0,1,13,1,1,0,0,0,0,0,1,1,0,0
Easy Oven-Dried Fruit,0.61,42.0,8,https://tasty.co/recipe/easy-oven-dried-fruit,182.0,1.0,45.0,6.0,35.0,0,5,0,0,1,0,0,0,0,0,0,0,0
Jalapeno Jelly,0.63,30.0,7,https://tasty.co/recipe/jalapeno-jelly,206.54,7.31,30.69,0.0,0.0,0,4,0,0,0,0,0,0,0,1,0,1,0
Apple Cider Vinegar,0.89,30.0,32,https://tasty.co/recipe/apple-cider-vinegar,15.0,0.0,4.0,0.0,3.0,0,3,0,0,1,0,0,0,0,1,0,0,0
Quick Pickled Veggies,0.94,30.0,1,https://tasty.co/recipe/quick-pickled-veggies,181.0,1.0,32.0,4.0,28.0,1,11,0,0,1,1,0,0,1,1,0,1,0
Aries Tea Blend,0.96,30.0,24,https://tasty.co/recipe/aries-tea-blend,0.0,0.0,0.0,0.0,0.0,0,3,0,0,1,0,0,0,1,0,0,0,0
Japchae,0.1,100.0,4,https://tasty.co/recipe/japchae,744.0,35.0,74.0,8.0,22.0,1,16,1,0,0,1,0,0,1,1,1,1,0
Vegan Basil Ricotta,0.92,30.0,3,https://tasty.co/recipe/vegan-basil-ricotta,177.0,13.0,10.0,1.0,2.0,0,5,0,0,0,0,0,0,1,0,0,0,0
Healthy Smoothie Bowl: Pitaya Bowl: Berry Delicious,0.84,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-berry-delicious,206.54,7.31,30.69,0.0,0.0,1,9,0,0,1,0,0,0,0,0,0,0,0
Apple Cinnamon Iced Tea,0.84,30.0,1,https://tasty.co/recipe/apple-cinnamon-iced-tea,28.0,0.0,7.0,1.0,4.0,0,5,0,0,1,0,0,0,1,0,0,1,0
Whole Wheat Pita Chips,0.9,30.0,6,https://tasty.co/recipe/whole-wheat-pita-chips,149.0,1.0,28.0,1.0,0.0,0,5,0,1,0,0,0,0,1,0,1,0,0
Veggie Skins Chips,0.82,30.0,4,https://tasty.co/recipe/veggie-skins-chips,152.0,2.0,31.0,4.0,4.0,0,9,0,0,0,1,0,0,1,0,1,0,0
Healthy Smoothie Bowl: Pitaya Bowl: The Forager,0.87,30.0,1,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-the-forager,206.54,7.31,30.69,0.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,1
Raspberry Goji Berry Smoothie,0.86,14.0,1,https://tasty.co/recipe/raspberry-goji-berry-smoothie,441.0,14.0,72.0,18.0,32.0,1,8,0,0,1,0,0,0,1,0,0,0,0
Haile Thomas's “Perfect Pesto Pizza With Sweet Potato Crust”,0.93,30.0,6,https://tasty.co/recipe/haile-thomas-s-perfect-pesto-pizza-with-sweet-potato-crust,422.0,28.0,33.0,6.0,11.0,0,22,0,0,0,1,1,0,1,0,1,0,0
Vanilla Frappuccino Overnight Oats,0.76,30.0,2,https://tasty.co/recipe/vanilla-frappuccino-overnight-oats,341.0,6.0,61.0,7.0,13.0,1,12,0,0,0,0,1,0,1,1,0,0,0
Pea Tea Latte With Boba,0.91,30.0,1,https://tasty.co/recipe/pea-tea-latte-with-boba,301.0,7.0,48.0,2.0,9.0,0,7,0,0,0,0,0,0,0,0,0,0,0
Vegan Buttermilk,0.83,30.0,1,https://tasty.co/recipe/vegan-buttermilk,31.0,2.0,1.0,0.0,0.0,0,2,0,0,1,0,0,1,0,0,0,1,0
Crispy Smashed Potatoes With Ginger Scallion Sauce,0.93,52.0,6,https://tasty.co/recipe/crispy-smashed-potatoes-with-ginger-scallion-sauce,257.0,21.0,15.0,1.0,0.0,0,9,0,0,0,0,0,0,1,0,1,0,0
Watermelon Gazpacho,0.81,30.0,4,https://tasty.co/recipe/watermelon-gazpacho,150.0,2.0,33.0,2.0,25.0,0,9,0,0,1,1,0,0,0,0,1,1,0
Lemon Basil Soda,0.93,30.0,16,https://tasty.co/recipe/lemon-basil-soda,18.0,0.0,5.0,0.0,4.0,0,5,0,0,0,0,0,0,1,0,0,0,0
Homemade Lime Seltzer,0.96,30.0,1,https://tasty.co/recipe/simple-lime-soda,38.0,0.0,10.0,0.0,9.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Slow Cooker Jackfruit Carnitas,0.69,30.0,6,https://tasty.co/recipe/slow-cooker-jackfruit-carnitas,195.0,0.0,50.0,2.0,2.0,0,17,0,0,1,1,0,0,1,0,0,1,0
Taco-Spiced Crispy Potato Skins,0.91,30.0,4,https://tasty.co/recipe/taco-spiced-crispy-potato-skins,1159.0,52.0,114.0,10.0,5.0,0,9,0,0,0,0,0,0,0,0,0,0,0
Ginger Peached Mango Iced Tea,0.86,30.0,1,https://tasty.co/recipe/ginger-peached-mango-iced-tea,22.0,0.0,5.0,0.0,4.0,0,5,0,0,1,0,0,0,1,0,0,0,0
4-Ingredient Kiwi-Strawberry Fruit Leathers,0.73,30.0,10,https://tasty.co/recipe/4-ingredient-kiwi-strawberry-fruit-leathers,36.0,0.0,9.0,1.0,6.0,0,4,0,0,1,0,0,0,0,1,0,0,0
Beet Apple Spinach Juice,0.7,30.0,1,https://tasty.co/recipe/beet-apple-spinach-juice,359.0,1.0,85.0,18.0,62.0,0,4,0,0,1,1,0,0,0,0,0,0,0
Apple Peel Chips,0.67,30.0,4,https://tasty.co/recipe/apple-peel-chips,309.0,1.0,83.0,13.0,61.0,0,3,0,0,1,0,0,0,1,1,0,0,0
Green Machine Freezer-Prep Smoothie,0.87,30.0,1,https://tasty.co/recipe/green-machine-freezer-prep-smoothie,424.0,21.0,57.0,14.0,26.0,1,7,0,0,1,1,0,1,0,0,0,0,0
Vanilla Cashew Milk,0.79,30.0,4,https://tasty.co/recipe/vanilla-cashew-milk,144.0,10.0,10.0,1.0,3.0,0,6,0,0,0,0,0,0,0,0,0,0,0
Vegan Spotted Dick & Custard,0.62,30.0,6,https://tasty.co/recipe/vegan-spotted-dick-custard,865.0,59.0,77.0,5.0,44.0,0,16,0,0,1,0,1,1,1,1,0,0,0
Chocolate Cake Graveyard,0.78,30.0,5,https://tasty.co/recipe/chocolate-cake-graveyard,206.54,7.31,30.69,0.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0
BBQ Fusilli Pasta Chips,0.68,60.0,4,https://tasty.co/recipe/bbq-fusilli-pasta-chips,79.0,0.0,16.0,0.0,2.0,0,10,0,0,0,1,0,0,1,1,1,0,1
Crème Brûlée Cocktail,0.85,10.0,2,https://tasty.co/recipe/creme-brulee-cocktail,299.0,7.0,25.0,4.0,18.0,0,11,0,0,0,0,0,0,0,1,0,0,0
Cancer Tea Blend,0.92,30.0,24,https://tasty.co/recipe/cancer-tea-blend,1.0,0.0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,1,0,0,0,0
Stove-Top Cinnamon Apples,0.85,30.0,6,https://tasty.co/recipe/stove-top-cinnamon-apples,81.0,0.0,21.0,3.0,15.0,0,7,0,0,1,0,0,0,1,0,0,0,0
Pistachio Milk,0.77,30.0,4,https://tasty.co/recipe/pistachio-milk,45.0,0.0,9.0,0.0,9.0,0,4,0,0,0,0,0,0,0,0,0,0,0
Yaki Tomorokoshi (Japan),0.85,30.0,3,https://tasty.co/recipe/yaki-tomorokoshi-japan,146.0,2.0,30.0,3.0,8.0,0,4,1,0,0,0,0,0,0,1,1,1,0
Veggie Hummus Trio,0.85,30.0,10,https://tasty.co/recipe/veggie-hummus-trio,142.0,8.0,12.0,5.0,1.0,0,5,0,0,0,0,0,0,0,0,0,1,0
Banana Raspberry Smoothie Bowl,0.87,30.0,1,https://tasty.co/recipe/banana-raspberry-smoothie-bowl,332.0,5.0,70.0,16.0,37.0,0,5,0,0,1,0,0,0,0,0,0,0,0
